country,site_code,survey,indicator_full,indicator_condensed,survey_question_code,full_question,response_options
Philippines,SCARLOS,Community Support,Attitude - TURF,Attitude,fish_species_will_continue_to_decline_in_number_or_disappear_converted,Fish species will continue to decline in number or disappear,"Strongly agree, agree, neither agree nor disagree, disagree, strongly disagree"
Philippines,TAYASAN,Community Support,Attitude - TURF,Attitude,fish_species_will_continue_to_decline_in_number_or_disappear_converted,Fish species will continue to decline in number or disappear,"Strongly agree, agree, neither agree nor disagree, disagree, strongly disagree"
Philippines,BINDOY_,Community Support,Attitude - TURF,Attitude,fishers_should_report_fishers_fishing_using_gear_other_than_h_l_in_sayap_reef_converted,Fishers should report fishers fishing using gear other than H & L in Sayap Reef,"[ ] Strongly Agree	[ ] Agree	[ ] Disagree	[ ] Strongly Disagree	[ ] Refused to Answer"
Philippines,AYUNGON,Community Support,Attitude - NTZ,Attitude,fishing_should_not_be_allowed_inside_iniban_marine_sanctuary_converted,Fishing should not be allowed inside Iniban Marine Sanctuary converted,"Strongly agree, agree, neither agree nor disagree, disagree, strongly disagree, refused to answer"
Philippines,CULASI_,Community Support,Attitude - Catch Reporting,Attitude,g_are_there_benefits_of_reporting_your_catch_converted,"(14). Please state below whether you beleive each regulation is either TRUE, FALSE or UNSURE about marine sanctuary rules and regulations and fisheries management in your municipality. (G) Are there benefits of reporting your catch?","[ ] True	[ ] False	[ ] Unsure"
Philippines,DAPACOR,Community Support,Attitude - Catch Reporting,Attitude,g_are_there_benefits_of_reporting_your_catch_converted,"(14). Please state below whether you beleive each regulation is either TRUE, FALSE or UNSURE about marine sanctuary rules and regulations and fisheries management in your municipality. (G) Are there benefits of reporting your catch?","[ ] True	[ ] False	[ ] Unsure"
Philippines,DCARMEN,Community Support,Attitude - Catch Reporting,Attitude,g_are_there_benefits_of_reporting_your_catch_converted,"(14). Please state below whether you beleive each regulation is either TRUE, FALSE or UNSURE about marine sanctuary rules and regulations and fisheries management in your municipality. (G) Are there benefits of reporting your catch?","[ ] True	[ ] False	[ ] Unsure"
Philippines,GUBATRA,Community Support,Attitude - Catch Reporting,Attitude,g_are_there_benefits_of_reporting_your_catch_converted,"(14). Please state below whether you beleive each regulation is either TRUE, FALSE or UNSURE about marine sanctuary rules and regulations and fisheries management in your municipality. (G) Are there benefits of reporting your catch?","[ ] True	[ ] False	[ ] Unsure"
Philippines,LIBERTA,Community Support,Attitude - Catch Reporting,Attitude,g_are_there_benefits_of_reporting_your_catch_converted,"(14). Please state below whether you beleive each regulation is either TRUE, FALSE or UNSURE about marine sanctuary rules and regulations and fisheries management in your municipality. (G) Are there benefits of reporting your catch?","[ ] True	[ ] False	[ ] Unsure"
Philippines,LOOCBAH,Community Support,Attitude - Catch Reporting,Attitude,g_are_there_benefits_of_reporting_your_catch_converted,"(14). Please state below whether you beleive each regulation is either TRUE, FALSE or UNSURE about marine sanctuary rules and regulations and fisheries management in your municipality. (G) Are there benefits of reporting your catch?","[ ] True	[ ] False	[ ] Unsure"
Philippines,LUBANG_,Community Support,Attitude - Catch Reporting,Attitude,g_are_there_benefits_of_reporting_your_catch_converted,"(14). Please state below whether you beleive each regulation is either TRUE, FALSE or UNSURE about marine sanctuary rules and regulations and fisheries management in your municipality. (G) Are there benefits of reporting your catch?","[ ] True	[ ] False	[ ] Unsure"
Philippines,MANJUYO,Community Support,Attitude - Catch Reporting,Attitude,g_are_there_benefits_of_reporting_your_catch_converted,"(14). Please state below whether you beleive each regulation is either TRUE, FALSE or UNSURE about marine sanctuary rules and regulations and fisheries management in your municipality. (G) Are there benefits of reporting your catch?","[ ] True	[ ] False	[ ] Unsure"
Philippines,MASINLO,Community Support,Attitude - Catch Reporting,Attitude,g_are_there_benefits_of_reporting_your_catch_converted,"(14). Please state below whether you beleive each regulation is either TRUE, FALSE or UNSURE about marine sanctuary rules and regulations and fisheries management in your municipality. (G) Are there benefits of reporting your catch?","[ ] True	[ ] False	[ ] Unsure"
Philippines,MERCEDE,Community Support,Attitude - Catch Reporting,Attitude,g_are_there_benefits_of_reporting_your_catch_converted,"(14). Please state below whether you beleive each regulation is either TRUE, FALSE or UNSURE about marine sanctuary rules and regulations and fisheries management in your municipality. (G) Are there benefits of reporting your catch?","[ ] True	[ ] False	[ ] Unsure"
Philippines,SCARLOS,Community Support,Attitude - Catch Reporting,Attitude,g_are_there_benefits_of_reporting_your_catch_converted,"(14). Please state below whether you beleive each regulation is either TRUE, FALSE or UNSURE about marine sanctuary rules and regulations and fisheries management in your municipality. (G) Are there benefits of reporting your catch?","[ ] True	[ ] False	[ ] Unsure"
Philippines,TAYASAN,Community Support,Attitude - Catch Reporting,Attitude,g_are_there_benefits_of_reporting_your_catch_converted,"(14). Please state below whether you beleive each regulation is either TRUE, FALSE or UNSURE about marine sanctuary rules and regulations and fisheries management in your municipality. (G) Are there benefits of reporting your catch?","[ ] True	[ ] False	[ ] Unsure"
Philippines,AYUNGON,Community Support,Attitude - NTZ,Attitude,if_marine_sanctuaries_are_well_managed_it_will_help_buffer_some_of_the_effects_of_climate_change_converted,"If marine sanctuaries are well-managed, it will help buffer some of the effects of climate change","Strongly agree, agree, neither agree nor disagree, disagree, strongly disagree, refused to answer"
Philippines,BINDOY_,Community Support,Attitude - NTZ,Attitude,if_marine_sanctuaries_are_well_managed_it_will_help_buffer_some_of_the_effects_of_climate_change_converted,"If marine sanctuaries are well-managed, it will help buffer some of the effects of climate change","Strongly agree, agree, neither agree nor disagree, disagree, strongly disagree, refused to answer"
Philippines,CULASI_,Community Support,Attitude - NTZ,Attitude,if_marine_sanctuaries_are_well_managed_it_will_help_buffer_some_of_the_effects_of_climate_change_converted,"If marine sanctuaries are well-managed, it will help buffer some of the effects of climate change","Strongly agree, agree, neither agree nor disagree, disagree, strongly disagree, refused to answer"
Philippines,DAPACOR,Community Support,Attitude - NTZ,Attitude,if_marine_sanctuaries_are_well_managed_it_will_help_buffer_some_of_the_effects_of_climate_change_converted,"If marine sanctuaries are well-managed, it will help buffer some of the effects of climate change","Strongly agree, agree, neither agree nor disagree, disagree, strongly disagree, refused to answer"
Philippines,DCARMEN,Community Support,Attitude - NTZ,Attitude,if_marine_sanctuaries_are_well_managed_it_will_help_buffer_some_of_the_effects_of_climate_change_converted,"If marine sanctuaries are well-managed, it will help buffer some of the effects of climate change","Strongly agree, agree, neither agree nor disagree, disagree, strongly disagree, refused to answer"
Philippines,GUBATRA,Community Support,Attitude - NTZ,Attitude,if_marine_sanctuaries_are_well_managed_it_will_help_buffer_some_of_the_effects_of_climate_change_converted,"If marine sanctuaries are well-managed, it will help buffer some of the effects of climate change","Strongly agree, agree, neither agree nor disagree, disagree, strongly disagree, refused to answer"
Philippines,LIBERTA,Community Support,Attitude - NTZ,Attitude,if_marine_sanctuaries_are_well_managed_it_will_help_buffer_some_of_the_effects_of_climate_change_converted,"If marine sanctuaries are well-managed, it will help buffer some of the effects of climate change","Strongly agree, agree, neither agree nor disagree, disagree, strongly disagree, refused to answer"
Philippines,LOOCBAH,Community Support,Attitude - NTZ,Attitude,if_marine_sanctuaries_are_well_managed_it_will_help_buffer_some_of_the_effects_of_climate_change_converted,"If marine sanctuaries are well-managed, it will help buffer some of the effects of climate change","Strongly agree, agree, neither agree nor disagree, disagree, strongly disagree, refused to answer"
Philippines,LUBANG_,Community Support,Attitude - NTZ,Attitude,if_marine_sanctuaries_are_well_managed_it_will_help_buffer_some_of_the_effects_of_climate_change_converted,"If marine sanctuaries are well-managed, it will help buffer some of the effects of climate change","Strongly agree, agree, neither agree nor disagree, disagree, strongly disagree, refused to answer"
Philippines,MANJUYO,Community Support,Attitude - NTZ,Attitude,if_marine_sanctuaries_are_well_managed_it_will_help_buffer_some_of_the_effects_of_climate_change_converted,"If marine sanctuaries are well-managed, it will help buffer some of the effects of climate change","Strongly agree, agree, neither agree nor disagree, disagree, strongly disagree, refused to answer"
Philippines,MASINLO,Community Support,Attitude - NTZ,Attitude,if_marine_sanctuaries_are_well_managed_it_will_help_buffer_some_of_the_effects_of_climate_change_converted,"If marine sanctuaries are well-managed, it will help buffer some of the effects of climate change","Strongly agree, agree, neither agree nor disagree, disagree, strongly disagree, refused to answer"
Philippines,MERCEDE,Community Support,Attitude - NTZ,Attitude,if_marine_sanctuaries_are_well_managed_it_will_help_buffer_some_of_the_effects_of_climate_change_converted,"If marine sanctuaries are well-managed, it will help buffer some of the effects of climate change","Strongly agree, agree, neither agree nor disagree, disagree, strongly disagree, refused to answer"
Philippines,SCARLOS,Community Support,Attitude - NTZ,Attitude,if_marine_sanctuaries_are_well_managed_it_will_help_buffer_some_of_the_effects_of_climate_change_converted,"If marine sanctuaries are well-managed, it will help buffer some of the effects of climate change","Strongly agree, agree, neither agree nor disagree, disagree, strongly disagree, refused to answer"
Philippines,TAYASAN,Community Support,Attitude - NTZ,Attitude,if_marine_sanctuaries_are_well_managed_it_will_help_buffer_some_of_the_effects_of_climate_change_converted,"If marine sanctuaries are well-managed, it will help buffer some of the effects of climate change","Strongly agree, agree, neither agree nor disagree, disagree, strongly disagree, refused to answer"
Philippines,AYUNGON,Community Support,Attitude - NTZ,Attitude,it_is_important_that_all_fishers_protect_the_marine_sanctuary_as_it_is_a_breeding_place_for_fish_a_converted,It is important that all fishers protect the marine sanctuary as it is a breeding place for fish,"Strongly agree, agree, neither agree nor disagree, disagree, strongly disagree, refused to answer"
Philippines,BINDOY_,Community Support,Attitude - Enforcement,Attitude,it_is_important_that_fishers_report_intrusions_to_the_bantay_dagat_converted,It is important that fishers report intrusions to the Bantay Dagat,"[ ] Strongly Agree	[ ] Agree	[ ] Disagree	[ ] Strongly Disagree	[ ] Refused to Answer"
Philippines,BINDOY_,Sustainable Fishing Practices,BC - Management Participation,Management Participation,local_fishers_always_participate_in_all_activities_related_to_sanctuary_management_converted_converted,Local Fishers always participate in all activities related to sanctuary management,"[ ] Strongly Agree	[ ] Agree	[ ] Disagree	[ ] Strongly Disagree	[ ] Refused to Answer"
Philippines,AYUNGON,Community Support,Knowledge - TURF,Knowledge,please_state_whether_you_agree_or_disagree_with_the_idea_that_only_fishers_within_your_barangay_can_be_granted_exclusive_fishing_priviledges_to_fish_in_your_barangay_converted,Please state whether you agree or disagree with the idea that only fishers within your barangay can be granted exclusive fishing priviliges to fish in your barangay?,"[ ] Strongly Agree	[ ] Agree	[ ] Disagree	[ ] Strongly Disagree	[ ] Refused to Answer"
Philippines,BINDOY_,Community Support,Knowledge - TURF,Knowledge,please_state_whether_you_agree_or_disagree_with_the_idea_that_only_fishers_within_your_barangay_can_be_granted_exclusive_fishing_priviliges_to_fish_in_your_barangay_converted,Please state whether you agree or disagree with the idea that only fishers within your barangay can be granted exclusive fishing priviliges to fish in your barangay?,"[ ] Strongly Agree	[ ] Agree	[ ] Disagree	[ ] Strongly Disagree	[ ] Refused to Answer"
Philippines,BINDOY_,Community Support,Knowledge - TURF,Knowledge,please_tell_me_if_you_strongly_agree_agree_disagree_or_strongly_disagree_with_this_statement_hook_and_line_fishing_gear_is_the_only_safe_gear_to_use_inside_the_sayap_reef_in_mantalip_reserve_converted,"Please tell me if you Strongly Agree, Agree, Disagree or Strongly Disagree with this statement: Hook and Line fishing gear is the only safe gear to use inside the sayap reef in Mantalip Reserve","[ ] Strongly Agree	[ ] Agree	[ ] Disagree	[ ] Strongly Disagree	[ ] Refused to Answer"
Philippines,BINDOY_,Community Support,Attitude - NTZ,Attitude,protecting_the_marine_sanctuaries_is_beneficial_for_improving_live_hard_coral_cover_that_serve_as_converted,Protecting the marine sanctuaries is beneficial for improving live hard coral cover that serve as,"[ ] Strongly Agree	[ ] Agree	[ ] Disagree	[ ] Strongly Disagree	[ ] Refused to Answer"
Philippines,AYUNGON,Community Support,Attitude - Enforcement,Attitude,reporting_anyone_intruding_into_the_iniban_marine_sanctuary_is_an_important_responsibility_of_ever_converted,Reporting anyone intruding into the Iniban Marine Sanctuary is an important responsibility of everyone,"Strongly agree, agree, neither agree nor disagree, disagree, strongly disagree, refused to answer"
Philippines,BINDOY_,Community Support,Attitude - Enforcement,Attitude,reporting_anyone_intruding_into_the_marine_sanctuaries_in_my_barangay_or_in_bindoy_is_an_important_responsibility_of_every_fisher,Reporting anyone intruding into the marine sanctuaries in my barangay or in Bindoy is an important responsibility of every fisher.,"yes, no, refused to answer"
Philippines,BINDOY_,Community Support,Attitude - Enforcement,Attitude,reporting_violations_is_easy_to_do,Reporting violations is easy to do,"[ ] True	[ ] False	[ ] Unsure"
Philippines,AYUNGON,Community Support,Attitude - Enforcement,Attitude,reporting_violations_is_easy_to_do_2,Reporting violations is easy to do,"Strongly agree, agree, neither agree nor disagree, disagree, strongly disagree, refused to answer"
Philippines,AYUNGON,Community Support,Attitude - Enforcement,Attitude,reporting_violations_is_easy_to_do_tf,Reporting violations is easy to do,"True,False, Refuse to answer"
Philippines,BINDOY_,Community Support,Attitude - Enforcement,Attitude,reporting_violations_is_easy_to_do_tf,Reporting violations is easy to do,"True,False, Refuse to answer"
Philippines,AYUNGON,Community Support,Attitude - Enforcement,Attitude,reporting_violations_is_safe_to_do,Reporting violations is a safe thing to do,"Strongly agree, agree, neither agree nor disagree, disagree, strongly disagree, refused to answer"
Philippines,BINDOY_,Community Support,Attitude - Enforcement,Attitude,reporting_violations_is_safe_to_do,Reporting violations is a safe thing to do,"Strongly agree, agree, neither agree nor disagree, disagree, strongly disagree, refused to answer"
Philippines,AYUNGON,Community Support,Attitude - Enforcement,Attitude,reporting_violations_is_safe_to_do_tf,Reporting violations is a safe thing to do,True False Refuse to answer
Philippines,BINDOY_,Community Support,Attitude - Enforcement,Attitude,reporting_violations_is_safe_to_do_tf,Reporting violations is a safe thing to do,True False Refuse to answer
Philippines,BINDOY_,Community Support,Attitude - TURF,Attitude,the_bindoy_marine_sanctuaries_can_improve_if_local_fishers_have_priority_to_fish_outside_the_no_ta_converted,The Bindoy Marine Sanctuaries can improve if local fishers have priority to fish outside the no-take zone,"[ ] Strongly Agree	[ ] Agree	[ ] Disagree	[ ] Strongly Disagree	[ ] Refused to Answer"
Philippines,BINDOY_,Community Support,Attitude - TURF,Attitude,the_bindoy_marine_sanctuaries_can_improve_if_local_fishers_including_fishing_gears_and_boats_are_r_converted,The Bindoy Marine sanctuaries can improve if local fishers including fishing gears and boats are r,"[ ] Strongly Agree	[ ] Agree	[ ] Disagree	[ ] Strongly Disagree	[ ] Refused to Answer"
Philippines,BINDOY_,Community Support,Attitude - Licensing,Attitude,the_bindoy_marine_sanctuaries_can_improve_if_only_registered_local_fishers_are_allowed_to_fish_ins_converted,The Bindoy marine sanctuaries can improve if only registered local fishers are allowed to fish inside the no-take zone,"[ ] Strongly Agree	[ ] Agree	[ ] Disagree	[ ] Strongly Disagree	[ ] Refused to Answer"
Philippines,AYUNGON,Community Support,Knowledge - NTZ,Knowledge,the_fishers_have_the_ability_to_locate_the_boundaries_of_the_existing_mpa_converted,(50) The fishers have the ability to locate the bounderies of the existing MPA?,"[ ] Strongly Agree	[ ] Agree	[ ] Disagree	[ ] Strongly Disagree	[ ] Refused to Answer"
Philippines,AYUNGON,Community Support,Attitude - NTZ,Attitude,the_marine_sanctuary_will_increase_fish_abundance,The marine sanctuary will increase fish abundance,"[ ] Yes	[ ] No	[ ] No Answer"
Philippines,BINDOY_,Community Support,Attitude - NTZ,Attitude,the_marine_sanctuary_will_increase_fish_abundance,The marine sanctuary will increase fish abundance,"[ ] Yes	[ ] No	[ ] No Answer"
Philippines,AYUNGON,Community Support,Attitude - NTZ,Attitude,the_marine_sanctuary_will_increase_fishers_fish_catch,The marine sanctuary will increase fishers' fish catch,"[ ] Yes	[ ] No	[ ] No Answer"
Philippines,AYUNGON,Community Support,Attitude - NTZ,Attitude,the_marine_sanctuary_will_provide_bigger_fish,The marine sanctuary will provide bigger fish,"[ ] Yes	[ ] No	[ ] No Answer"
Philippines,AYUNGON,Community Support,Attitude - NTZ,Attitude,the_marine_sanctuary_will_provide_the_fish_a_place_where_they_could_breed,The marine sanctuary will provide the fish a place where they could breed.,"[ ] Yes	[ ] No	[ ] No Answer"
Philippines,BINDOY_,Community Support,Attitude - NTZ,Attitude,the_marine_sanctuary_will_provide_the_fish_a_place_where_they_could_breed,The marine sanctuary will provide the fish a place where they could breed.,"[ ] Yes	[ ] No	[ ] No Answer"
Philippines,BINDOY_,Community Support,Attitude - Enforcement,Attitude,there_will_be_consequences_for_fishers_who_do_not_follow_the_rules_and_regulations_of_bindoy_marin_converted,There will be consequences for fishers who do not follow the rules and regulations of Bindoy Marine Sanctuary,"[ ] Strongly Agree	[ ] Agree	[ ] Disagree	[ ] Strongly Disagree	[ ] Refused to Answer"
Philippines,AYUNGON,Community Support,Attitude - Enforcement,Attitude,there_will_be_consequences_for_fishers_who_do_not_follow_the_rules_and_regulations_of_iniban_marin_converted,There will be consequences for fishers who do not follow the rules and regulations of Iniban Marine Sanctuary,"[ ] Strongly Agree	[ ] Agree	[ ] Disagree	[ ] Strongly Disagree	[ ] Refused to Answer"
Philippines,CULASI_,Community Support,Communication - NTZ,Communication,16_in_the_past_6_months_have_you_talked_to_anyone_about_the_benefits_to_the_community_of_a_well_enforced_sanctuary_if_yes_please_tell_me_if_you_talked_to_the_following_people_converted,"(16). In the past 6 months, have you talked to anyone about the benefits to the community of a well-enforced sanctuary?   If YES, please tell me if you talked to the following people. If NO, check ""have not talked to anyone.""","[ ] Have not talked to anyone	[ ] Talked to a family member	[ ] Talked to neighbors and fellow fishers	[ ] Talked to local barangay and municipal leaders	[ ] Refused to answer	[ ] Other ________________"
Philippines,DAPACOR,Community Support,Communication - NTZ,Communication,16_in_the_past_6_months_have_you_talked_to_anyone_about_the_benefits_to_the_community_of_a_well_enforced_sanctuary_if_yes_please_tell_me_if_you_talked_to_the_following_people_converted,"(16). In the past 6 months, have you talked to anyone about the benefits to the community of a well-enforced sanctuary?   If YES, please tell me if you talked to the following people. If NO, check ""have not talked to anyone.""","[ ] Have not talked to anyone	[ ] Talked to a family member	[ ] Talked to neighbors and fellow fishers	[ ] Talked to local barangay and municipal leaders	[ ] Refused to answer	[ ] Other ________________"
Philippines,DCARMEN,Community Support,Communication - NTZ,Communication,16_in_the_past_6_months_have_you_talked_to_anyone_about_the_benefits_to_the_community_of_a_well_enforced_sanctuary_if_yes_please_tell_me_if_you_talked_to_the_following_people_converted,"(16). In the past 6 months, have you talked to anyone about the benefits to the community of a well-enforced sanctuary?   If YES, please tell me if you talked to the following people. If NO, check ""have not talked to anyone.""","[ ] Have not talked to anyone	[ ] Talked to a family member	[ ] Talked to neighbors and fellow fishers	[ ] Talked to local barangay and municipal leaders	[ ] Refused to answer	[ ] Other ________________"
Philippines,GUBATRA,Community Support,Communication - NTZ,Communication,16_in_the_past_6_months_have_you_talked_to_anyone_about_the_benefits_to_the_community_of_a_well_enforced_sanctuary_if_yes_please_tell_me_if_you_talked_to_the_following_people_converted,"(16). In the past 6 months, have you talked to anyone about the benefits to the community of a well-enforced sanctuary?   If YES, please tell me if you talked to the following people. If NO, check ""have not talked to anyone.""","[ ] Have not talked to anyone	[ ] Talked to a family member	[ ] Talked to neighbors and fellow fishers	[ ] Talked to local barangay and municipal leaders	[ ] Refused to answer	[ ] Other ________________"
Philippines,LIBERTA,Community Support,Communication - NTZ,Communication,16_in_the_past_6_months_have_you_talked_to_anyone_about_the_benefits_to_the_community_of_a_well_enforced_sanctuary_if_yes_please_tell_me_if_you_talked_to_the_following_people_converted,"(16). In the past 6 months, have you talked to anyone about the benefits to the community of a well-enforced sanctuary?   If YES, please tell me if you talked to the following people. If NO, check ""have not talked to anyone.""","[ ] Have not talked to anyone	[ ] Talked to a family member	[ ] Talked to neighbors and fellow fishers	[ ] Talked to local barangay and municipal leaders	[ ] Refused to answer	[ ] Other ________________"
Philippines,LOOCBAH,Community Support,Communication - NTZ,Communication,16_in_the_past_6_months_have_you_talked_to_anyone_about_the_benefits_to_the_community_of_a_well_enforced_sanctuary_if_yes_please_tell_me_if_you_talked_to_the_following_people_converted,"(16). In the past 6 months, have you talked to anyone about the benefits to the community of a well-enforced sanctuary?   If YES, please tell me if you talked to the following people. If NO, check ""have not talked to anyone.""","[ ] Have not talked to anyone	[ ] Talked to a family member	[ ] Talked to neighbors and fellow fishers	[ ] Talked to local barangay and municipal leaders	[ ] Refused to answer	[ ] Other ________________"
Philippines,LUBANG_,Community Support,Communication - NTZ,Communication,16_in_the_past_6_months_have_you_talked_to_anyone_about_the_benefits_to_the_community_of_a_well_enforced_sanctuary_if_yes_please_tell_me_if_you_talked_to_the_following_people_converted,"(16). In the past 6 months, have you talked to anyone about the benefits to the community of a well-enforced sanctuary?   If YES, please tell me if you talked to the following people. If NO, check ""have not talked to anyone.""","[ ] Have not talked to anyone	[ ] Talked to a family member	[ ] Talked to neighbors and fellow fishers	[ ] Talked to local barangay and municipal leaders	[ ] Refused to answer	[ ] Other ________________"
Philippines,MANJUYO,Community Support,Communication - NTZ,Communication,16_in_the_past_6_months_have_you_talked_to_anyone_about_the_benefits_to_the_community_of_a_well_enforced_sanctuary_if_yes_please_tell_me_if_you_talked_to_the_following_people_converted,"(16). In the past 6 months, have you talked to anyone about the benefits to the community of a well-enforced sanctuary?   If YES, please tell me if you talked to the following people. If NO, check ""have not talked to anyone.""","[ ] Have not talked to anyone	[ ] Talked to a family member	[ ] Talked to neighbors and fellow fishers	[ ] Talked to local barangay and municipal leaders	[ ] Refused to answer	[ ] Other ________________"
Philippines,MASINLO,Community Support,Communication - NTZ,Communication,16_in_the_past_6_months_have_you_talked_to_anyone_about_the_benefits_to_the_community_of_a_well_enforced_sanctuary_if_yes_please_tell_me_if_you_talked_to_the_following_people_converted,"(16). In the past 6 months, have you talked to anyone about the benefits to the community of a well-enforced sanctuary?   If YES, please tell me if you talked to the following people. If NO, check ""have not talked to anyone.""","[ ] Have not talked to anyone	[ ] Talked to a family member	[ ] Talked to neighbors and fellow fishers	[ ] Talked to local barangay and municipal leaders	[ ] Refused to answer	[ ] Other ________________"
Philippines,MERCEDE,Community Support,Communication - NTZ,Communication,16_in_the_past_6_months_have_you_talked_to_anyone_about_the_benefits_to_the_community_of_a_well_enforced_sanctuary_if_yes_please_tell_me_if_you_talked_to_the_following_people_converted,"(16). In the past 6 months, have you talked to anyone about the benefits to the community of a well-enforced sanctuary?   If YES, please tell me if you talked to the following people. If NO, check ""have not talked to anyone.""","[ ] Have not talked to anyone	[ ] Talked to a family member	[ ] Talked to neighbors and fellow fishers	[ ] Talked to local barangay and municipal leaders	[ ] Refused to answer	[ ] Other ________________"
Philippines,SCARLOS,Community Support,Communication - NTZ,Communication,16_in_the_past_6_months_have_you_talked_to_anyone_about_the_benefits_to_the_community_of_a_well_enforced_sanctuary_if_yes_please_tell_me_if_you_talked_to_the_following_people_converted,"(16). In the past 6 months, have you talked to anyone about the benefits to the community of a well-enforced sanctuary?   If YES, please tell me if you talked to the following people. If NO, check ""have not talked to anyone.""","[ ] Have not talked to anyone	[ ] Talked to a family member	[ ] Talked to neighbors and fellow fishers	[ ] Talked to local barangay and municipal leaders	[ ] Refused to answer	[ ] Other ________________"
Philippines,TAYASAN,Community Support,Communication - NTZ,Communication,16_in_the_past_6_months_have_you_talked_to_anyone_about_the_benefits_to_the_community_of_a_well_enforced_sanctuary_if_yes_please_tell_me_if_you_talked_to_the_following_people_converted,"(16). In the past 6 months, have you talked to anyone about the benefits to the community of a well-enforced sanctuary?   If YES, please tell me if you talked to the following people. If NO, check ""have not talked to anyone.""","[ ] Have not talked to anyone	[ ] Talked to a family member	[ ] Talked to neighbors and fellow fishers	[ ] Talked to local barangay and municipal leaders	[ ] Refused to answer	[ ] Other ________________"
Philippines,CULASI_,Community Support,Communication - NTZ,Communication,17_in_the_past_6_months_have_you_talked_to_anyone_about_the_importance_of_not_fishing_inside_the_marine_sanctuary_converted,"(17) In the past 6 months, have you talked to anyone about the importance of not fishing inside the marine sanctuary?","[ ] Yes	[ ] No	[ ] Unsure"
Philippines,DAPACOR,Community Support,Communication - NTZ,Communication,17_in_the_past_6_months_have_you_talked_to_anyone_about_the_importance_of_not_fishing_inside_the_marine_sanctuary_converted,"(17) In the past 6 months, have you talked to anyone about the importance of not fishing inside the marine sanctuary?","[ ] Yes	[ ] No	[ ] Unsure"
Philippines,DCARMEN,Community Support,Communication - NTZ,Communication,17_in_the_past_6_months_have_you_talked_to_anyone_about_the_importance_of_not_fishing_inside_the_marine_sanctuary_converted,"(17) In the past 6 months, have you talked to anyone about the importance of not fishing inside the marine sanctuary?","[ ] Yes	[ ] No	[ ] Unsure"
Philippines,GUBATRA,Community Support,Communication - NTZ,Communication,17_in_the_past_6_months_have_you_talked_to_anyone_about_the_importance_of_not_fishing_inside_the_marine_sanctuary_converted,"(17) In the past 6 months, have you talked to anyone about the importance of not fishing inside the marine sanctuary?","[ ] Yes	[ ] No	[ ] Unsure"
Philippines,LIBERTA,Community Support,Communication - NTZ,Communication,17_in_the_past_6_months_have_you_talked_to_anyone_about_the_importance_of_not_fishing_inside_the_marine_sanctuary_converted,"(17) In the past 6 months, have you talked to anyone about the importance of not fishing inside the marine sanctuary?","[ ] Yes	[ ] No	[ ] Unsure"
Philippines,LOOCBAH,Community Support,Communication - NTZ,Communication,17_in_the_past_6_months_have_you_talked_to_anyone_about_the_importance_of_not_fishing_inside_the_marine_sanctuary_converted,"(17) In the past 6 months, have you talked to anyone about the importance of not fishing inside the marine sanctuary?","[ ] Yes	[ ] No	[ ] Unsure"
Philippines,LUBANG_,Community Support,Communication - NTZ,Communication,17_in_the_past_6_months_have_you_talked_to_anyone_about_the_importance_of_not_fishing_inside_the_marine_sanctuary_converted,"(17) In the past 6 months, have you talked to anyone about the importance of not fishing inside the marine sanctuary?","[ ] Yes	[ ] No	[ ] Unsure"
Philippines,MANJUYO,Community Support,Communication - NTZ,Communication,17_in_the_past_6_months_have_you_talked_to_anyone_about_the_importance_of_not_fishing_inside_the_marine_sanctuary_converted,"(17) In the past 6 months, have you talked to anyone about the importance of not fishing inside the marine sanctuary?","[ ] Yes	[ ] No	[ ] Unsure"
Philippines,MASINLO,Community Support,Communication - NTZ,Communication,17_in_the_past_6_months_have_you_talked_to_anyone_about_the_importance_of_not_fishing_inside_the_marine_sanctuary_converted,"(17) In the past 6 months, have you talked to anyone about the importance of not fishing inside the marine sanctuary?","[ ] Yes	[ ] No	[ ] Unsure"
Philippines,MERCEDE,Community Support,Communication - NTZ,Communication,17_in_the_past_6_months_have_you_talked_to_anyone_about_the_importance_of_not_fishing_inside_the_marine_sanctuary_converted,"(17) In the past 6 months, have you talked to anyone about the importance of not fishing inside the marine sanctuary?","[ ] Yes	[ ] No	[ ] Unsure"
Philippines,SCARLOS,Community Support,Communication - NTZ,Communication,17_in_the_past_6_months_have_you_talked_to_anyone_about_the_importance_of_not_fishing_inside_the_marine_sanctuary_converted,"(17) In the past 6 months, have you talked to anyone about the importance of not fishing inside the marine sanctuary?","[ ] Yes	[ ] No	[ ] Unsure"
Philippines,TAYASAN,Community Support,Communication - NTZ,Communication,17_in_the_past_6_months_have_you_talked_to_anyone_about_the_importance_of_not_fishing_inside_the_marine_sanctuary_converted,"(17) In the past 6 months, have you talked to anyone about the importance of not fishing inside the marine sanctuary?","[ ] Yes	[ ] No	[ ] Unsure"
Philippines,AYUNGON,Sustainable Livelihoods,Collective Efficacy,Collective Efficacy,the_fishers_in_my_community_have_the_ability_to_sustainably_manage_our_fishery_so_that_we_can_benefit_from_it_long_into_the_future,The fishers in my community have the ability to sustainably manage our fishery so that we can benefit from it long into the future.,"1-10 scale of agreement with statement, 10 best"
